county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
Snohomish County,Washington,Fall,"Report 38046: A loud, unknown vocalization startles solo hiker on shore of Goat Lake",48.02073,-121.3552,2008,38046,Class B,68.63,57.56,53
Snohomish County,Washington,Summer,Report 30670: Night time foot race with an unseen animal near Woodinville,47.7925,-122.1676,2009,30670,Class B,65.38,59.94,53
Snohomish County,Washington,Spring,Report 37885: Daylight encounter while hiking on the Tulalip Indian Reservation,48.10255,-122.2763,2010,37885,Class A,61.73,56.485,53
Snohomish County,Washington,Spring,Report 29170: Man hears strange calls while hiking near swamp at Wallace Falls State Park,47.90079,-121.6692,2011,29170,Class B,50.02,44.035,53
Snohomish County,Washington,Summer,Report 35706: Camper has two late night encounters in North Cascades,48.03114,-121.6708,2011,35706,Class A,65.82,56.325,53
Snohomish County,Washington,Summer,Report 36647: Campers disturbed by approaching vocalizations and unseen visitor off the Mtn. Loop Highway,48.04725,-121.4469,2012,36647,Class B,73.07,59.655,53
Snohomish County,Washington,Summer,Report 37101: Daytime sighting of two upright figures on the bank of Monte Cristo Lake,48.05305,-121.429,2012,37101,Class A,40.95,34.69,53
Snohomish County,Washington,Winter,Report 38224: Huge upright figure crosses road in-front of Marysville couple at night.,48.11308,-122.1375,2012,38224,Class A,44.26,42.115,53
Snohomish County,Washington,Summer,Report 41825: Bear hunter unnerved by thrashing in the bushes by unseen animal near Verlot,48.10892,-121.5186,2013,41825,Class B,73.81,59.565,53
Snohomish County,Washington,Fall,Report 43757: Rocks and growls spook carpenters working at a home with ongoing activity near Stanwood,48.27656,-122.2138,2013,43757,Class B,40.07,32.73,53
Snohomish County,Washington,Fall,Report 47115: Hiker near Stevens Pass alarmed by very close and loud vocalizations of unknown origin,47.82636,-121.1057,2014,47115,Class B,45.8,41.54,53
Snohomish County,Washington,Spring,Report 48652: Target shooter hears strange sounds (see video) and finds possible tree-breaks and prints off of the Mountain Loop Highway,48.13261,-121.3539,2015,48652,Class B,69.36,54.06,53
Snohomish County,Washington,Summer,Report 55549: Two rock climbers hear wood knocks and footsteps in the early morning at a trailhead,48.1917,-121.5757,2016,55549,Class B,69.99,62.695,53
Spokane County,Washington,Winter,Report 1691: Tracks found in deep snow,47.92528,-117.1153,1961,1691,Class B,23.6,22.54,53
Spokane County,Washington,Summer,Report 10354: Boy scout observes large brown animal on two legs run by him,47.62769,-117.3606,2005,10354,Class A,35.43,26.12,53
Spokane County,Washington,Fall,Report 47470: Grouse hunters have possible late evening sighting near Mica Peak,47.5505,-117.167,2010,47470,Class B,76.87,65.1,53
Spokane County,Washington,Winter,Report 56332: Snowshoers find possible tracks in the Antoine Peak Conservation Area,47.73081,-117.159,2017,56332,Class B,24.21,23.085,53
Spokane County,Washington,Summer,Report 66003: Howls heard near Spokane River,47.75026,-117.5152,2020,66003,Class B,90.91,72.975,53
Spokane County,Washington,Winter,"Report 67585: Possible sighting of a gray Bigfoot in Riverside State Park at 5 am, near Spokane.",47.74207,-117.5302,2020,67585,Class B,39.56,35.765,53
Stevens County,Washington,Summer,Report 1113: Northeast Washington resident sees a bigfoot looking in the window,48.78389,-117.8106,1981,1113,Class A,NA,NA,53
Stevens County,Washington,Summer,Report 898: Young hunter sees an upright walking animal,48.65528,-117.7619,1984,898,Class A,NA,NA,53
Stevens County,Washington,Fall,Report 50212: Hunters hear aggressive yells and knocks near Addy for over an hour,48.36624,-117.9368,2004,50212,Class B,59.51,52.395,53
Stevens County,Washington,Fall,"Report 3673: Woman finds large tracks on her property near Clayton, Wa",47.981,-117.6454,2004,3673,Class B,46.77,42.885,53
Stevens County,Washington,Summer,"Report 60969: Cabin builder sees upright figure, finds oily hand prints, hears possible knocks west of Newport",48.15997,-118.0387,2013,60969,Class B,78.54,64.37,53
Stevens County,Washington,Fall,Report 51816: Hunter hears possible knocks after evening meal near Smackout Creek Road.,48.80483,-117.5853,2013,51816,Class B,59.25,46.47,53
Stevens County,Washington,Summer,"Report 49664: Property owner has daytime sighting, hears vocalizations for over two months north of Clayton",48.03062,-117.5429,2015,49664,Class A,64.39,56.625,53
Stevens County,Washington,Fall,Report 50039: Hunter finds possible tree breaks and track near Stensgar Mountain,48.18676,-118.0076,2015,50039,Class B,45.8,41.845,53
Stevens County,Washington,Summer,Report 58779: Family has very close nighttime encounter with three Bigfoots on Spokane Indian Reservation,47.96136,-118.1611,2016,58779,Class A,56.67,51.695,53
Stevens County,Washington,Fall,"Report 58220: Camper experiences possible activity, rock thrown in Kaniksu National Forest",48.2914,-117.4546,2017,58220,Class B,90.17,70.8,53
Stevens County,Washington,Fall,"Report 67619: Retired wildlife biologist reports gravel thrown at truck, a vocalization and wood knocks on Radar Dome, near Colville.",48.57989,-117.5888,2020,67619,Class B,47.83,40.29,53
Stevens County,Washington,Fall,Report 71773: Nighttime motorist sighting 25 miles NW of Spokane,47.97637,-117.7324,2021,71773,Class A,52.96,47.195,53
Thurston County,Washington,Summer,"Report 1596: Two men witness three large individuals, two very large and the other about two-thirds their size",46.94917,-122.6869,1967,1596,Class A,93.71,74.48,53
Thurston County,Washington,Summer,Report 1680: Young boy awakened by a loud roaring scream (Part 1),46.803,-122.4133,1973,1680,Class B,63.13,57.19,53
Thurston County,Washington,Summer,Report 1682: Young boy awakened by a loud roaring scream (Part 3),46.803,-122.4133,1977,1682,Class A,71.46,59.795,53
Thurston County,Washington,Fall,Report 1681: Young boy awakened by a loud roaring scream (Part 2),46.803,-122.4133,1981,1681,Class B,81.82,67.07,53
Thurston County,Washington,Spring,Report 1683: A fisherman's encounter along a trail near Patison Lake,46.985,-122.7669,1984,1683,Class A,58.93,50.67,53
Thurston County,Washington,Summer,Report 1585: Witness reports bad smell and a scream,46.9363,-122.7607,1985,1585,Class B,85.87,67.3,53
Thurston County,Washington,Summer,Report 20435: Woman recalls childhood incident -- possible stalking near Yelm,46.94445,-122.6893,1987,20435,Class B,73.17,62.73,53
Thurston County,Washington,Spring,Report 1587: Loud vocalizations sounds heard,46.94913,-122.6869,1990,1587,Class A,70.1,56.19,53
Thurston County,Washington,Spring,"Report 3281: At night, soldier in training has sighting at Ft. Lewis",46.96515,-122.69,2004,3281,Class A,62.1,53.8,53
Thurston County,Washington,Spring,Report 11137: Young Girl Experiences Rock and Stick Throwing,46.8434,-123.2383,2005,11137,Class B,53.84,49.4,53
Thurston County,Washington,Winter,Report 28856: Young man staying up late hears and records possible vocalizations near Rainier,46.86044,-122.7043,2011,28856,Class B,48.91,45.88,53
Thurston County,Washington,Spring,Report 34710: While target shooting a family observes a large bi-ped in a blackberry patch near the town of Rainier,46.78571,-122.7515,2012,34710,Class A,43.68,38.815,53
Wahkiakum County,Washington,Spring,Report 6232: Nighttime sighting by motorist on KM Hill near Skamokawa,46.33425,-123.5439,2003,6232,Class A,48.29,42.125,53
Walla Walla County,Washington,Winter,Report 1917: BFRO field investigator finds sasquatch tracks in the snow,46.0675,-118.0519,2000,1917,Class B,35.45,30.495,53
Walla Walla County,Washington,Winter,Report 1263: Rooks Park Investigation,46.03333,-117.9486,2001,1263,Class B,22.27,21.295,53
Walla Walla County,Washington,Spring,Report 2196: BFRO investigator finds tracks in snow 2001,46.0675,-118.0519,2001,2196,Class A,43.55,35.545,53
Walla Walla County,Washington,Spring,Report 2195: Girl watches large black sasquatch walk down ridge,46.03944,-118.0711,2001,2195,Class A,46.7,40.665,53
Walla Walla County,Washington,Fall,"Report 7406: Father and Son Hunting Mill Creek Drainage Near Walla Walla, WA see biped walking across slope",46.0573,-117.9793,2003,7406,Class A,51.88,38.04,53
Whatcom County,Washington,Summer,Report 1684: Husband and wife harassed by unseen creatures at their camp late at night,48.78056,-122.1483,1976,1684,Class B,57.14,49.9,53
Whatcom County,Washington,Summer,Report 1749: Three brownish figures seen moving on nearby foothill,48.8178,-122.1656,1977,1749,Class A,67.18,61.96,53
Whatcom County,Washington,Summer,Report 9197: Motorist surprises animal crossing freeway,48.68985,-122.4078,1980,9197,Class A,62.62,53.625,53
Whatcom County,Washington,Summer,Report 4392: Camper hears heavy footsteps at night around tent at Baker Lake,48.72917,-121.6278,1982,4392,Class B,NA,NA,53
Whatcom County,Washington,Fall,"Report 3518: Morning sighting by hiker, near Shuksan",48.86,-121.6738,1984,3518,Class A,NA,NA,53
Whatcom County,Washington,Fall,Report 10258: Loud vocalizations repeatedly disturb family,48.9294,-122.0247,1987,10258,Class B,58.78,53.64,53
Whatcom County,Washington,Summer,Report 33908: Woman drives car over subject lying on road near Everson,48.92928,-122.2638,1995,33908,Class A,72.63,62.58,53
Whatcom County,Washington,Fall,"Report 3107: Long range sighting of a tall, fast-moving animal traversing a snow field below Table Mountain (Mt. Baker area)",48.5149,-121.2543,2001,3107,Class A,NA,NA,53
Whatcom County,Washington,Summer,Report 4808: Road trip pit stop in the woods,48.53944,-121.745,2002,4808,Class A,62.59,58.08,53
Whatcom County,Washington,Summer,Report 5771: Silhouette awakens boy while camping near S. Fork Nooksack River,48.76075,-122.2156,2003,5771,Class A,50.51,47.79,53
Whatcom County,Washington,Summer,Report 10948: Campers startled by large figure behind their site,48.78336,-122.2196,2003,10948,Class B,65.2,61.42,53
Whatcom County,Washington,Summer,"Report 6864: Campers hear footfalls, rock clicking and find foorprints",48.9058,-121.6967,2003,6864,Class B,84.15,69.825,53
Whatcom County,Washington,Summer,Report 12997: Possible vocalizations at Kulshan Campground on Baker Lake,48.66175,-121.3685,2005,12997,Class B,24.67,21.095,53
Whatcom County,Washington,Summer,Report 47161: Dark figure observed thru binoculars during an afternoon on Baker Lake near Swift Creek,48.43505,-121.3455,2014,47161,Class B,46.66,43.27,53
Whatcom County,Washington,Winter,"Report 63451: Sickly sasquatch observed by farmhand around 5am, 5 min outside Everson",48.90147,-122.3347,2017,63451,Class A,49.55,43.245,53
Whatcom County,Washington,Summer,Report 65641: Knocks north of Welcome along North Fork of Nooksack River,48.84984,-122.1455,2017,65641,Class B,73.9,61.825,53
Whatcom County,Washington,Summer,"Report 62354: Son and father observe possible bigfoot family 17mi NE of Bellingham, near Sumas Mountain. See map.",48.92982,-122.2018,2018,62354,Class A,53.4,50.665,53
Yakima County,Washington,Fall,Report 1689: A tall black creature covered with hair and very muscular was seen walking quickly across a clearing,46.24639,-120.8681,1941,1689,Class A,NA,NA,53
Yakima County,Washington,Summer,Report 1686: Woman sees bigfoot on two occasions along the same road,46.71444,-120.6694,1996,1686,Class A,80.85,63.3,53
Yakima County,Washington,Fall,Report 1690: Hunters hear unusual animal stalking them at night.,46.5602,-121.1458,1996,1690,Class B,35.23,21.72,53
Yakima County,Washington,Summer,Report 1462: Sound heard month earlier than another report in same area,46.87139,-121.2981,2000,1462,Class B,50.63,50.175,53
Yakima County,Washington,Summer,Report 382: Campers hear screams and wood knocking near Bumping Lake,46.8733,-121.3051,2000,382,Class B,80.08,66.125,53
Yakima County,Washington,Summer,Report 2268: Three campers near Bumping Lake hear vocalizations from Nelson Ridge,46.82167,-121.2764,2000,2268,Class B,NA,NA,53
Yakima County,Washington,Winter,Report 1438: Barefoot tracks and whistling heard while hunting,46.93333,-121.2692,2000,1438,Class B,38.19,34.69,53
Yakima County,Washington,Summer,Report 3038: Evening sighting by motorist near Glenwood,46.0722,-121.3055,2001,3038,Class A,NA,NA,53
Yakima County,Washington,Fall,Report 3759: Elk hunters encounter large animal and hear vocalizations near Rimrock Lake,46.621,-121.0638,2001,3759,Class B,37.97,33.465,53
Yakima County,Washington,Summer,Report 6347: Daylight sighting by residents near Yakima River,46.4984,-120.4474,2003,6347,Class A,95.49,77.02,53
Yakima County,Washington,Fall,"Report 7117: Hunter sees bigfoot cross road behind him west of Nile, WA",46.80505,-121.0909,2003,7117,Class A,34.04,31.69,53
Yakima County,Washington,Summer,Report 11702: Campers hear scream and witness rock throwing at Twin Sister Lakes,46.74778,-121.3603,2005,11702,Class B,51.1,47.09,53
Yakima County,Washington,Summer,Report 26065: California BFRO researcher has sighting with a thermal imaging unit in Wenatchee National Forest,46.85,-121.25,2007,26065,Class A,52.71,45.46,53
Yakima County,Washington,Fall,Report 25999: Hunter reports hearing loud wood knocking NW of Tieton,46.52485,-121.2957,2008,25999,Class B,39.02,37.09,53
Yakima County,Washington,Spring,Report 45360: Campers sleeping inside their tent hear clacking and are touched near Bumping Lake,46.85524,-121.3034,2014,45360,Class B,66.92,57.77,53
Yakima County,Washington,Summer,"Report 46546: Mother and son, while backpacking, experience a possible night-time camp approach near Natches",46.73581,-121.3201,2014,46546,Class B,71.82,62.085,53
Yakima County,Washington,Winter,"Report 62332: Morning snowmobilers hear howls, tree knocks, branch break 8mi south of Rimrock Lake",46.51122,-121.2719,2018,62332,Class B,28.63,24.115,53
Yakima County,Washington,Summer,Report 63077: Camper hears Ohio howls at 4-5am near Rimrock Lake.,46.64558,-121.2323,2019,63077,Class B,62.05,54.69,53
Kitsap County,Washington,Spring,Report 1809: Two witnesses see a crouched figure on the beach. It stood up and walked into the nearby woods,47.4549,-122.2825,1973,1809,Class A,59.1,51.41,53
Ferry County,Washington,Fall,Report 55451: Homeowner recalls early morning sighting near Malo,48.93221,-118.609,1993,55451,Class A,NA,NA,53
Chelan County,Washington,Summer,"Report 925: Backpacker observes a tall, early morning visitor in camp",47.495,-120.835,1968,925,Class B,NA,NA,53
Benton County,Washington,Spring,"Report 1973: Teen hunter sees a sasquatch at a distance while bird hunting, and found tracks five years before",46.23361,-119.3172,1967,1973,Class A,NA,NA,53
Vilas County,Wisconsin,Summer,Report 10609: Hiker finds large footprints in Northern Highlands State Forest.,45.9555,-89.7384,1991,10609,Class B,80.1,NA,55
Vilas County,Wisconsin,Fall,"Report 9717: Man hears footsteps, inexplicable noise in Vilas County",46.0484,-89.66195,2001,9717,Class B,46.41,38.295,55
Vilas County,Wisconsin,Summer,Report 41514: Friends enjoying a late night together are startled by a eerie howl near Eagle River,45.941,-89.21035,2013,41514,Class B,84.56,74.775,55
Vilas County,Wisconsin,Fall,Report 43295: Family discovers possible snow tracks in their yard near Land O' Lakes,46.1675,-89.3381,2013,43295,Class B,5.87,-8.455,55
Vilas County,Wisconsin,Fall,"Report 71733: Sighting, photos and video (distant) of a probable Sasquatch near Lac Du Flambeau Indian Rez",46.08392,-89.91314,2021,71733,Class B,62.06,47.34,55
Washington County,Wisconsin,Fall,Report 16564: Deer carcass nabbed from pickup truck in Erin (Hwy 167 at Station Way),43.251,-88.3245,2006,16564,Class B,60.22,48.095,55
Washington County,Wisconsin,Spring,Report 59229: Knocks returned in the afternoon while hiking at Loew Lake,43.21667,-88.31644,2018,59229,Class B,35.28,31.905,55
Washington County,Wisconsin,Summer,Report 69467: Motorist sighting of a sasquatch LAST NIGHT 25 miles northwest of Milwaukee,43.26699,-88.29105,2021,69467,Class A,81.87,69.135,55
Waukesha County,Wisconsin,Summer,"Report 9295: Possible sighting by child, and other incidents near Menomonee Falls",43.1575,-88.1255,1997,9295,Class B,80.33,75.145,55
Waukesha County,Wisconsin,Summer,Report 28008: Possible nighttime sighting while driving next to Kettle Moraine State Forest,42.97569,-88.44846,2010,28008,Class B,83.91,79.225,55
Chelan County,Washington,Summer,"Report 927: Campers hear loud animal ""roars"", from inside the treeline of a clear-cut",47.8498,-120.9591,1975,927,Class B,NA,NA,53
Chelan County,Washington,Spring,Report 928: Hikers find tracks and a possible nest,47.4644,-120.6705,1977,928,Class B,68.24,59.245,53
Chelan County,Washington,Summer,Report 31427: Memory of a possible night-time sighting as a youth playing 'Hide and Go Seek' in Holden Village,48.19984,-120.7744,1978,31427,Class B,NA,NA,53
Chelan County,Washington,Summer,Report 1109: Campers hear vocalizations near Clear Lake,47.29833,-120.3,2000,1109,Class B,74.56,60.725,53
Chelan County,Washington,Fall,Report 5162: Man hunting deer finds unusual feces and hears animal,47.4822,-120.319,2002,5162,Class B,71.6,55.455,53
Chelan County,Washington,Summer,Report 11554: Two neighbors hear mournful screams from nearby Nason Ridge,47.775,-120.715,2004,11554,Class B,92.93,79.3,53
Chelan County,Washington,Winter,Report 2070: Two men see something walk up and over ridge behind home,47.35305,-120.2955,2004,2070,Class A,49.13,44.69,53
Chelan County,Washington,Summer,Report 5186: Campers hear loud vocalizations at Fish lake.,47.8323,-120.718,2005,5186,Class B,47.96,44.03,53
Chelan County,Washington,Spring,Report 11313: Turkey hunters surprised by loud vocalizations near Wenatchee,47.2637,-120.2238,2005,11313,Class B,51.11,42.31,53
Chelan County,Washington,Winter,Report 13063: Train engineer reports track find and vocalizations on Stevens Pass,47.74435,-120.7426,2005,13063,Class B,32.41,26.59,53
Chelan County,Washington,Summer,Report 14534: Multiple witness sighting in daylight in a remote area near Holden,48.19923,-120.7772,2006,14534,Class A,81.58,69.99,53
Chelan County,Washington,Summer,Report 21189: Daylight sighting by boaters where Holden Creek flows into Lake Chelan,48.31199,-120.6599,2007,21189,Class A,80.02,69.845,53
Chelan County,Washington,Summer,Report 36726: Possible nighttime encounter at a couple's campsite near Plain,47.83843,-120.55,2012,36726,Class B,61.64,51.325,53
Chelan County,Washington,Summer,Report 45726: Dirt bike riders hear possible knocks north of Lake Wenatchee,47.85691,-120.6502,2014,45726,Class B,80.63,67.84,53
Chelan County,Washington,Summer,"Report 47014: Hikers hear ""weird vocal exchange"" from unknowns near Lake Ann",48.50999,-120.793,2014,47014,Class B,65.14,49.845,53
Chelan County,Washington,Winter,Report 48932: Snowplow driver has possible night-time sighting near Coles Corner,47.72298,-120.7219,2014,48932,Class B,34.1,32.62,53
Chelan County,Washington,Fall,Report 56827: Motorist has daytime sighting along the highway near Coles Corner,47.77559,-120.8206,2016,56827,Class A,60.23,51.64,53
Chelan County,Washington,Spring,Report 69049: Cabin renters report wood knocks and rock throwing near Leavenworth,47.64581,-120.607,2021,69049,Class B,63.89,53.275,53
Chelan County,Washington,Spring,"Report 69270: Possible Sasquatch howls north of Leavenworth, east of Lake Wenatchee",47.79538,-120.6295,2021,69270,Class B,80.69,67.89,53
Clallam County,Washington,Unknown,Report 1723: Mt. Olympus Incident,47.93722,-123.82,1948,1723,Class A,NA,NA,53
Clallam County,Washington,Spring,Report 13816: Possible encounter with soldier training training in the Olympic National Forest,47.969,-123.582,1966,13816,Class B,NA,NA,53
Clallam County,Washington,Summer,"Report 1504: Nighttime sighting by motorist on Hwy 101 (Coast Highway), 7-8 miles east of Port Angeles",48.0985,-123.3261,1982,1504,Class A,55.18,53.31,53
Clallam County,Washington,Fall,Report 31009: Woman recalls afternoon sighting as a child near Port Angeles,48.08955,-123.3678,1983,31009,Class A,NA,NA,53
Clallam County,Washington,Summer,Report 930: Sighting by a school group on summer field trip,48.1609,-124.7312,1984,930,Class A,65.61,55.055,53
Clallam County,Washington,Unknown,"Report 929: Camper experiences odd odors and sounds, feels presence",48.0281,-123.5864,1997,929,Class B,67.92,NA,53
Clallam County,Washington,Fall,Report 1106: French hiker observes two bigfoot in Olympic National Park,47.9261,-123.3769,2001,1106,Class A,29.57,28.66,53
Clallam County,Washington,Fall,Report 9510: Family and friends hear a late night vocalization from their home near Lake Sutherland,48.08025,-123.7108,2004,9510,Class B,61,54.39,53
Clallam County,Washington,Fall,Report 10091: Series of vocalizations around the town of Joyce,48.1368,-123.7349,2004,10091,Class B,60.54,56.885,53
Clallam County,Washington,Fall,Report 6058: Sol Duc River fisherman experiences large animal crashing through heavy brush,47.9477,-124.5301,2005,6058,Class B,48.05,47.75,53
Clallam County,Washington,Summer,Report 28087: Possible nighttime encounter while camping at Shi Shi Beach,48.27646,-124.6802,2010,28087,Class B,59.5,56.19,53
Clallam County,Washington,Winter,Report 28739: Hikers find large barefoot prints on the Elwha River Trail,47.94485,-123.5436,2011,28739,Class B,50.14,46.795,53
Clallam County,Washington,Fall,Report 35409: Daytime road crossing near Forks,47.94001,-124.3863,2011,35409,Class A,74.21,63.425,53
Clallam County,Washington,Summer,"Report 65667: ""Ohio howls"" at Ozette Lake in NW corner of Olympic Pennisula",48.11949,-124.5989,2020,65667,Class B,60.57,56.82,53
Clark County,Washington,Winter,Report 2744: Large figure crosses the road in dawn hours near Battleground,45.7811,-122.5322,1984,2744,Class A,40.68,31.335,53
Clark County,Washington,Summer,"Report 937: Witnesses hear odd, loud vocalization while in the forest traveling on a logging road",45.69,-122.3353,1985,937,Class B,74.92,63.51,53
Clark County,Washington,Summer,Report 933: Family has face to face encounter with sasquatch in their back yard,45.8581,-122.4089,1989,933,Class A,60.68,56.15,53
Clark County,Washington,Winter,"Report 8375: While constructing ""fort,"" young teenager has afternoon sighting in Amboy off Rotschy Road",45.8911,-122.4076,1993,8375,Class A,39.11,30.25,53
Clark County,Washington,Summer,Report 28123: Teenager recounts his sighting as a very young boy on his property near Yacolt,45.90052,-122.3898,1995,28123,Class A,64.73,59.325,53
Clark County,Washington,Summer,"Report 6806: Man approached by Sasquatch, south of Yacolt, WA",45.8331,-122.3985,2003,6806,Class A,46.63,37.945,53
Clark County,Washington,Spring,Report 61157: Campers describe early AM approach near Coldwater Creek Campground outside Yacolt,45.77225,-122.3445,2018,61157,Class B,63.72,55.405,53
Columbia County,Washington,Fall,Report 938: Unusual tracks found.,46.37944,-117.9458,1991,938,Class A,79.08,63.6,53
Columbia County,Washington,Winter,"Report 939: Large, bipedal creature looking in the cabin window",46.48917,-117.9592,2000,939,Class A,NA,NA,53
Columbia County,Washington,Summer,Report 89: Fishermen hear large animal crashing through the brush in the Blue Mountains,46.33333,-117.6767,2000,89,Class B,NA,NA,53
Cowlitz County,Washington,Summer,"Report 4353: Young man encounters two large, upright animals near the Columbia River, west of Longview",46.1911,-123.1875,1952,4353,Class A,68.58,55.61,53
Cowlitz County,Washington,Summer,Report 4669: Memory told of hearing possible vocalizations while camping at Hollywood Gorge near Castle Rock,46.37,-122.82,1970,4669,Class B,NA,NA,53
Cowlitz County,Washington,Summer,Report 1612: Screams terrify campers near Mt. St. Helens,46.06333,-122.1967,1972,1612,Class B,NA,NA,53
Cowlitz County,Washington,Spring,Report 33867: Memory told of a possible encounter while fishing near Salkum,46.48508,-122.7372,1981,33867,Class B,57.68,NA,53
Cowlitz County,Washington,Summer,Report 940: Creature stepping over a guardrail,46.1903,-123.1175,1984,940,Class A,79.96,NA,53
Cowlitz County,Washington,Fall,"Report 406: Fisherman observes large, bipedal figure along Kalama River",46.05333,-122.6228,1984,406,Class A,69.78,NA,53
Cowlitz County,Washington,Fall,"Report 63748: Elk hunters have morning sighting under power lines, near Lexington.",46.20128,-122.9329,1991,63748,Class A,49.01,42.315,53
Cowlitz County,Washington,Summer,Report 55658: Hunters on bikes have close encounter with a sasquatch near Randle,46.43362,-121.8326,1998,55658,Class A,NA,NA,53
Cowlitz County,Washington,Summer,Report 7382: Various incidents along the Kalama River.,46.0471,-122.8294,2001,7382,Class A,60.12,57.26,53
Cowlitz County,Washington,Spring,"Report 4301: Elk hunter sees large, black animal walking upright along the Toutle River",46.3261,-122.4988,2002,4301,Class A,53.67,45.505,53
Cowlitz County,Washington,Spring,Report 4359: Motorists spot sasquatch and give chase near Mt. St. Helens,46.3758,-122.5855,2002,4359,Class A,66.16,55.79,53
Cowlitz County,Washington,Summer,Report 17240: Backpacker hears possible vocalizations near Mt. St. Helens,46.19328,-167.131,2006,17240,Class B,NA,NA,53
Cowlitz County,Washington,Summer,Report 62996: Motorists on highway to Mt. St. Helens see a Sasquatch standing in Toutle River,46.364,-122.5935,2006,62996,Class A,72.82,61.055,53
Cowlitz County,Washington,Fall,Report 26567: Sasquatch sighted crossing Elk Meadows parking lot near Toutle Lake,46.2965,-122.3431,2006,26567,Class A,41.55,39.97,53
Cowlitz County,Washington,Summer,Report 20923: Group of climbers hear possible vocalizations near Cougar,46.11887,-122.1931,2007,20923,Class B,57.6,55.565,53
Cowlitz County,Washington,Fall,Report 26580: Two hunters are followed by an unseen creature near Toutle,46.38448,-122.5572,2009,26580,Class B,82.52,72.275,53
Cowlitz County,Washington,Summer,Report 49092: Two motorists observe a young sasquatch on bridge outside Toutle along the route to Mt. St. Helens,46.32793,-122.4349,2014,49092,Class A,66.6,57.735,53
Cowlitz County,Washington,Fall,Report 66120: Vocals and track on Spencer Butte,46.1725,-121.9305,2020,66120,Class B,55.14,50.995,53
Ferry County,Washington,Summer,Report 26222: Woman recalls strange creature dashing across road north of Republic,48.95876,-118.4102,1995,26222,Class B,NA,NA,53
Ferry County,Washington,Spring,Report 26035: Possible vocalizations heard and large footprints found near Malo,48.7844,-118.5545,2005,26035,Class B,43.81,39.19,53
Ferry County,Washington,Fall,Report 25722: Possible reoccurring activity at a hunting spot near Republic,48.51673,-118.5905,2006,25722,Class B,64.84,52.355,53
Ferry County,Washington,Fall,Report 29045: Possible howls and footprints in Colville National Forest,48.60844,-118.4379,2008,29045,Class B,76.57,65.34,53
Ferry County,Washington,Fall,Report 46025: Motorist has afternoon sighting on Sherman Creek Pass,48.6254,-118.4262,2013,46025,Class A,75.56,63.205,53
Grays Harbor County,Washington,Summer,Report 1226: Teens returning from baseball game were chased by bigfoot.,47.0033,-123.4822,1972,1226,Class A,NA,NA,53
Grays Harbor County,Washington,Summer,Report 7003: Truck driver has brief roadside sighting,47.4259,-123.8763,1978,7003,Class A,NA,NA,53
Grays Harbor County,Washington,Spring,Report 2599: Grays Harbor County Sheriff's Department Offense report/summary,46.9705,-123.6288,1982,2599,Class A,59.89,NA,53
Grays Harbor County,Washington,Spring,Report 18823: Young Man Has Surprise Encounter at High School Graduation Party,47.00625,-123.2902,1982,18823,Class A,62.9,56.415,53
Grays Harbor County,Washington,Fall,"Report 958: Family find fresh, barefooted, humanlike footprints.",47.33694,-123.5894,1994,958,Class A,55.59,NA,53
Grays Harbor County,Washington,Winter,Report 26101: Teacher sees a bigfoot cross the highway in front of her near Aberdeen,46.94102,-123.7727,1995,26101,Class A,47.1,45.125,53
Grays Harbor County,Washington,Summer,"Report 946: Unusual sounds heard, sighting of fast upright animal",46.9782,-123.3893,1995,946,Class A,77.36,67.9,53
Grays Harbor County,Washington,Spring,Report 1227: Tracks found on an old logging trail.,47.01139,-123.6619,1996,1227,Class B,50.75,NA,53
Grays Harbor County,Washington,Summer,Report 1225: Creature seen crossing road,47.41306,-123.8792,1997,1225,Class A,78.59,NA,53
Grays Harbor County,Washington,Fall,Report 959: Sighting by a deer hunter on a logging road.,47.2475,-123.8886,1997,959,Class A,70.8,60.89,53
Grays Harbor County,Washington,Fall,Report 7455: Hunting couple has visual and auditory encounter near coast,46.81045,-124.072,1999,7455,Class A,58.25,46.905,53
Grays Harbor County,Washington,Winter,Report 1131: Hunter hears strange noises near Montesano,47.0413,-124.053,2000,1131,Class B,46.42,46.42,53
Grays Harbor County,Washington,Summer,Report 28781: Two witnesses see strange quadruped from truck near Moclips,47.2838,-124.2306,2002,28781,Class A,58.2,55.875,53
Grays Harbor County,Washington,Summer,Report 36326: Nighttime sighting by campers stopped on remote road near Wishkah,47.08824,-123.7194,2004,36326,Class A,70.13,64.3,53
Grays Harbor County,Washington,Summer,Report 14112: Afternoon sighting by motorists near Quinault Fish Hatchery,47.3631,-123.9718,2004,14112,Class A,80.2,68.3,53
Grays Harbor County,Washington,Winter,Report 10062: Man Hears Evening Vocals in Prior Sighting Area,46.988,-123.8647,2004,10062,Class B,58.85,52.195,53
Grays Harbor County,Washington,Fall,Report 12876: Deer hunters hear wood knocks near Aberdeen,46.93755,-123.8358,2005,12876,Class B,58.08,55.13,53
Grays Harbor County,Washington,Summer,Report 12594: Possible beach sighting at night by a tourist near Point Brown,46.92694,-124.1736,2005,12594,Class B,55.65,51.93,53
Grays Harbor County,Washington,Summer,Report 12838: Night time sighting along B Street outside Aberdeen,46.98621,-123.8161,2005,12838,Class A,39.06,36.8,53
